transaction_id,member_id,merchant_id,spend_amount,timestamp
T01214,M0458,MER011,7.98,2023-06-13
T01215,M0301,MER003,79.71,2023-02-04
T01216,M0370,MER017,3.25,2023-07-13
T01217,M0175,MER014,58.01,2023-07-10
T01218,M0319,MER006,22.82,2023-04-14
T01219,M0076,MER008,70.49,2023-01-23
T01220,M0495,MER005,166.75,2023-09-22
T01221,M0461,MER008,6.08,2023-10-17
T01222,M0114,MER002,18.87,2023-09-17
T01223,M0111,MER015,83.07,2023-12-24
T01224,M0249,MER012,15.47,2023-03-16
T01225,M0439,MER017,12.11,2023-12-21
T01226,M0203,MER001,87.26,2023-03-13
T01227,M0147,MER015,217.46,2023-09-16
T01228,M0035,MER014,40.7,2023-07-07
T01229,M0487,MER020,16.29,2023-06-22
T01230,M0309,MER016,25.42,2023-10-17
T01231,M0026,MER009,9.32,2023-02-14
T01232,M0238,MER001,71.75,2023-03-02
T01233,M0014,MER017,74.24,2023-03-24
T01234,M0374,MER013,104.02,2023-05-03
T01235,M0045,MER005,1.35,2023-12-24
T01236,M0428,MER010,41.27,2023-01-16
T01237,M0216,MER006,12.06,2023-03-07
T01238,M0233,MER019,20.84,2023-05-25
T01239,M0193,MER013,76.85,2023-06-11
T01240,M0051,MER001,10.66,2023-08-22
T01241,M0427,MER020,50.85,2023-05-24
T01242,M0375,MER015,53.15,2023-12-24
T01243,M0214,MER014,154.06,2023-07-07
T01244,M0151,MER008,74.62,2023-11-18
T01245,M0440,MER010,81.39,2023-01-13
T01246,M0275,MER009,37.92,2023-07-03
T01247,M0338,MER017,10.34,2023-04-21
T01248,M0076,MER009,27.72,2023-10-17
T01249,M0439,MER003,39.87,2023-10-22
T01250,M0220,MER011,56.73,2023-08-03
T01251,M0348,MER012,46.79,2023-04-30
T01252,M0444,MER010,25.04,2023-02-24
T01253,M0187,MER017,15.42,2023-01-27
T01254,M0289,MER017,9.21,2023-04-28
T01255,M0403,MER011,59.18,2023-08-09
T01256,M0028,MER004,51.84,2023-08-19
T01257,M0379,MER007,58.14,2023-02-22
T01258,M0180,MER014,23.3,2023-10-22
T01259,M0253,MER007,15.22,2023-11-17
T01260,M0126,MER008,71.3,2023-08-21
T01261,M0177,MER001,74.28,2023-06-07
T01262,M0037,MER004,30.41,2023-09-26
T01263,M0410,MER012,47.33,2023-01-21
T01264,M0099,MER003,23.38,2023-02-22
T01265,M0098,MER013,60.52,2023-10-02
T01266,M0127,MER020,90.31,2023-11-09
T01267,M0483,MER006,58.28,2023-10-08
T01268,M0168,MER011,35.93,2023-08-02
T01269,M0080,MER004,30.69,2023-01-31
T01270,M0294,MER020,51.41,2023-12-03
T01271,M0333,MER016,56.94,2023-07-02
T01272,M0126,MER007,40.9,2023-01-23
T01273,M0343,MER011,49.03,2023-02-01
T01274,M0310,MER001,5.08,2023-03-15
T01275,M0150,MER007,151.58,2023-01-10
T01276,M0016,MER012,78.22,2023-02-23
T01277,M0028,MER007,23.41,2023-02-21
T01278,M0496,MER007,41.37,2023-05-28
T01279,M0419,MER010,2.42,2023-06-09
T01280,M0444,MER016,2.11,2023-01-14
T01281,M0173,MER008,14.44,2023-06-27
T01282,M0046,MER009,58.51,2023-02-22
T01283,M0328,MER009,95.58,2023-12-01
T01284,M0236,MER002,40.96,2023-01-22
T01285,M0439,MER013,37.98,2023-01-30
T01286,M0214,MER013,25.73,2023-07-10
T01287,M0085,MER004,8.81,2023-09-17
T01288,M0282,MER012,6.3,2023-07-24
T01289,M0232,MER017,71.5,2023-02-28
T01290,M0085,MER002,131.21,2023-09-21
T01291,M0409,MER013,30.65,2023-01-12
T01292,M0489,MER018,53.86,2023-04-29
T01293,M0065,MER015,122.94,2023-10-17
T01294,M0134,MER008,4.72,2023-12-04
T01295,M0151,MER015,73.59,2023-09-05
T01296,M0115,MER001,47.96,2023-12-20
T01297,M0064,MER020,45.64,2023-05-07
T01298,M0343,MER010,17.3,2023-03-16
T01299,M0427,MER012,57.58,2023-12-27
T01300,M0363,MER005,79.19,2023-07-23
T01301,M0407,MER009,5.99,2023-02-18
T01302,M0352,MER008,38.13,2023-03-20
T01303,M0158,MER016,5.34,2023-08-29
T01304,M0077,MER014,103.01,2023-12-15
T01305,M0491,MER013,35.43,2023-06-03
T01306,M0146,MER013,82.5,2023-10-01
T01307,M0343,MER005,22.95,2023-04-06
T01308,M0463,MER016,6.68,2023-08-02
T01309,M0225,MER011,2.12,2023-10-21
T01310,M0405,MER005,16.53,2023-07-28
T01311,M0313,MER013,14.0,2023-12-09
T01312,M0103,MER011,41.09,2023-03-29
T01313,M0407,MER019,1.1,2023-11-02
T01314,M0347,MER003,36.76,2023-09-21
T01315,M0301,MER015,24.86,2023-11-21
T01316,M0428,MER007,43.03,2023-11-16
T01317,M0466,MER007,60.6,2023-06-06
T01318,M0088,MER006,50.27,2023-06-05
T01319,M0371,MER003,208.81,2023-05-19
T01320,M0303,MER013,7.44,2023-05-01
T01321,M0168,MER007,28.08,2023-03-06
T01322,M0435,MER005,27.65,2023-04-17
T01323,M0170,MER018,26.98,2023-05-27
T01324,M0135,MER008,54.5,2023-05-17
T01325,M0050,MER017,33.65,2023-06-11
T01326,M0432,MER020,36.43,2023-04-10
T01327,M0340,MER001,28.31,2023-12-04
T01328,M0347,MER014,239.57,2023-11-03
T01329,M0134,MER017,131.25,2023-05-21
T01330,M0347,MER010,18.39,2023-03-24
T01331,M0137,MER012,5.92,2023-06-26
T01332,M0245,MER016,91.56,2023-07-17
T01333,M0109,MER014,293.38,2023-04-22
T01334,M0313,MER016,17.31,2023-02-25
T01335,M0287,MER008,22.14,2023-06-28
T01336,M0021,MER010,142.05,2023-07-05
T01337,M0090,MER017,62.09,2023-08-06
T01338,M0296,MER018,17.52,2023-11-12
T01339,M0112,MER020,43.5,2023-08-05
T01340,M0301,MER016,144.33,2023-04-30
T01341,M0077,MER017,83.52,2023-06-24
T01342,M0177,MER016,67.71,2023-01-23
T01343,M0343,MER019,66.78,2023-08-01
T01344,M0148,MER008,9.8,2023-08-23
T01345,M0101,MER006,87.06,2023-01-13
T01346,M0246,MER006,16.16,2023-04-11
T01347,M0117,MER009,133.23,2023-01-24
T01348,M0092,MER004,22.68,2023-12-30
T01349,M0401,MER012,97.48,2023-01-11
T01350,M0028,MER012,15.48,2023-09-30
T01351,M0425,MER017,36.13,2023-10-08
T01352,M0450,MER015,5.65,2023-04-04
T01353,M0025,MER009,53.96,2023-07-20
T01354,M0058,MER007,90.42,2023-01-21
T01355,M0498,MER010,63.37,2023-12-06
T01356,M0297,MER016,37.04,2023-07-30
T01357,M0134,MER012,2.31,2023-05-20
T01358,M0331,MER007,135.48,2023-10-20
T01359,M0249,MER018,61.12,2023-10-25
T01360,M0038,MER015,68.49,2023-04-11
T01361,M0390,MER006,79.16,2023-10-31
T01362,M0429,MER012,68.87,2023-12-25
T01363,M0075,MER011,29.09,2023-01-28
T01364,M0142,MER020,66.14,2023-02-10
T01365,M0322,MER003,49.05,2023-12-21
T01366,M0168,MER002,96.21,2023-10-30
T01367,M0259,MER006,81.09,2023-05-26
T01368,M0373,MER005,2.11,2023-09-13
T01369,M0355,MER018,23.81,2023-08-15
T01370,M0225,MER016,1.77,2023-08-24
T01371,M0152,MER008,5.38,2023-12-27
T01372,M0019,MER020,45.99,2023-01-13
T01373,M0146,MER011,103.5,2023-07-29
T01374,M0448,MER010,6.38,2023-08-17
T01375,M0241,MER012,29.99,2023-04-10
T01376,M0372,MER006,120.89,2023-01-31
T01377,M0381,MER020,84.18,2023-01-16
T01378,M0344,MER005,36.66,2023-05-17
T01379,M0237,MER009,73.83,2023-11-25
T01380,M0035,MER016,36.98,2023-06-15
T01381,M0190,MER014,8.6,2023-11-06
T01382,M0001,MER008,6.66,2023-04-10
T01383,M0484,MER020,10.44,2023-04-19
T01384,M0153,MER019,21.61,2023-12-09
T01385,M0429,MER014,133.34,2023-06-22
T01386,M0433,MER007,80.39,2023-08-25
T01387,M0126,MER005,28.35,2023-06-11
T01388,M0491,MER018,33.97,2023-08-04
T01389,M0482,MER002,15.44,2023-09-21
T01390,M0345,MER011,60.93,2023-09-20
T01391,M0400,MER008,81.17,2023-10-19
T01392,M0226,MER001,13.65,2023-10-01
T01393,M0221,MER012,2.14,2023-01-03
T01394,M0403,MER002,48.89,2023-01-28
T01395,M0407,MER018,41.34,2023-11-22
T01396,M0211,MER007,25.72,2023-05-29
T01397,M0025,MER017,51.63,2023-01-28
T01398,M0016,MER014,39.99,2023-11-06
T01399,M0182,MER007,14.42,2023-03-06
T01400,M0499,MER003,25.35,2023-12-22
T01401,M0329,MER006,27.94,2023-01-21
T01402,M0129,MER020,106.12,2023-09-09
T01403,M0042,MER002,162.09,2023-08-23
T01404,M0403,MER017,111.75,2023-08-15
T01405,M0481,MER012,63.5,2023-01-13
T01406,M0418,MER012,43.97,2023-11-09
T01407,M0336,MER017,58.44,2023-02-18
T01408,M0236,MER010,139.93,2023-04-28
T01409,M0360,MER003,14.38,2023-02-23
T01410,M0439,MER020,38.3,2023-05-18
T01411,M0402,MER018,58.5,2023-02-22
T01412,M0034,MER013,56.85,2023-02-13
T01413,M0345,MER012,14.54,2023-10-30
T01414,M0381,MER017,44.18,2023-02-22
T01415,M0045,MER004,79.46,2023-03-15
T01416,M0134,MER010,32.23,2023-02-15
T01417,M0021,MER011,78.82,2023-01-13
T01418,M0122,MER006,22.31,2023-06-14
T01419,M0070,MER006,139.65,2023-04-12
T01420,M0352,MER009,38.17,2023-10-07
T01421,M0361,MER015,45.31,2023-09-15
T01422,M0048,MER002,1.59,2023-12-03
T01423,M0491,MER004,9.33,2023-12-22
T01424,M0039,MER005,50.11,2023-05-18
T01425,M0287,MER017,27.23,2023-06-12
T01426,M0490,MER008,35.48,2023-04-21
T01427,M0010,MER008,3.25,2023-04-12
T01428,M0030,MER012,89.83,2023-01-17
T01429,M0244,MER008,76.74,2023-09-25
T01430,M0274,MER019,10.25,2023-07-01
T01431,M0444,MER003,50.3,2023-01-24
T01432,M0088,MER018,85.27,2023-01-29
T01433,M0244,MER019,51.2,2023-06-20
T01434,M0381,MER019,18.58,2023-08-16
T01435,M0329,MER015,53.37,2023-07-07
T01436,M0479,MER006,11.82,2023-12-12
T01437,M0015,MER016,19.15,2023-08-18
T01438,M0004,MER008,13.73,2023-11-17
T01439,M0191,MER016,40.7,2023-12-06
T01440,M0168,MER018,5.73,2023-04-29
T01441,M0009,MER020,135.39,2023-06-05
T01442,M0109,MER016,20.29,2023-09-29
T01443,M0137,MER011,12.36,2023-06-24
T01444,M0154,MER007,34.31,2023-04-14
T01445,M0388,MER017,16.22,2023-04-02
T01446,M0209,MER017,38.28,2023-07-05
T01447,M0272,MER012,21.42,2023-10-10
T01448,M0143,MER013,7.08,2023-06-30
T01449,M0099,MER010,15.46,2023-06-19
T01450,M0377,MER007,28.85,2023-07-06
T01451,M0308,MER014,1.54,2023-06-24
T01452,M0069,MER001,73.62,2023-08-10
T01453,M0247,MER017,48.62,2023-08-21
T01454,M0261,MER004,45.98,2023-06-11
T01455,M0276,MER005,39.49,2023-05-14
T01456,M0079,MER020,44.62,2023-08-12
T01457,M0146,MER007,136.4,2023-06-02
T01458,M0111,MER010,0.43,2023-02-02
T01459,M0258,MER017,2.45,2023-02-24
T01460,M0093,MER007,10.63,2023-01-07
T01461,M0013,MER001,9.15,2023-09-01
T01462,M0260,MER007,10.0,2023-11-09
T01463,M0426,MER011,55.73,2023-05-06
T01464,M0109,MER009,30.76,2023-01-12
T01465,M0330,MER012,240.05,2023-01-16
T01466,M0189,MER003,12.87,2023-07-27
T01467,M0095,MER004,18.61,2023-02-12
T01468,M0105,MER004,207.52,2023-05-15
T01469,M0008,MER013,89.12,2023-08-16
T01470,M0067,MER019,31.72,2023-04-21
T01471,M0496,MER010,40.44,2023-11-03
T01472,M0191,MER005,92.63,2023-06-09
T01473,M0366,MER007,32.79,2023-11-27
T01474,M0256,MER016,11.54,2023-09-21
T01475,M0009,MER001,88.14,2023-08-13
T01476,M0478,MER012,38.58,2023-08-05
T01477,M0117,MER002,8.31,2023-02-14
T01478,M0267,MER007,35.22,2023-08-02
T01479,M0099,MER011,26.65,2023-02-28
T01480,M0485,MER013,104.71,2023-05-12
T01481,M0298,MER002,6.74,2023-04-14
T01482,M0397,MER007,104.06,2023-07-14
T01483,M0164,MER015,35.89,2023-06-06
T01484,M0376,MER011,25.91,2023-04-08
T01485,M0141,MER002,8.83,2023-08-14
T01486,M0268,MER007,60.34,2023-07-24
T01487,M0037,MER004,130.73,2023-03-20
T01488,M0074,MER011,23.53,2023-05-04
T01489,M0073,MER002,13.83,2023-08-06
T01490,M0308,MER016,40.47,2023-01-04
T01491,M0199,MER007,79.53,2023-03-31
T01492,M0130,MER013,0.19,2023-04-14
T01493,M0246,MER005,49.9,2023-04-29
T01494,M0312,MER017,45.38,2023-05-13
T01495,M0060,MER012,19.15,2023-11-08
T01496,M0279,MER019,30.02,2023-04-06
T01497,M0103,MER007,14.18,2023-11-27
T01498,M0296,MER006,78.01,2023-05-23
T01499,M0320,MER008,50.33,2023-10-15
T01500,M0487,MER013,38.04,2023-01-28
T01501,M0341,MER005,24.92,2023-10-05
T01502,M0151,MER002,17.22,2023-08-21
T01503,M0157,MER009,86.51,2023-01-17
T01504,M0206,MER011,30.02,2023-02-28
T01505,M0474,MER006,34.8,2023-03-31
T01506,M0179,MER007,36.78,2023-07-18
T01507,M0197,MER007,29.74,2023-12-28
T01508,M0223,MER019,14.79,2023-01-26
T01509,M0089,MER006,6.41,2023-01-25
T01510,M0287,MER011,5.19,2023-10-28
T01511,M0434,MER011,70.83,2023-12-05
T01512,M0276,MER007,12.65,2023-09-24
T01513,M0236,MER002,2.86,2023-06-30
T01514,M0183,MER019,79.86,2023-12-26
T01515,M0209,MER004,8.37,2023-03-09
T01516,M0493,MER006,49.06,2023-12-17
T01517,M0130,MER017,20.67,2023-11-17
T01518,M0153,MER005,6.76,2023-02-18
T01519,M0013,MER007,26.76,2023-06-24
T01520,M0122,MER009,0.75,2023-02-21
T01521,M0359,MER001,91.96,2023-04-12
T01522,M0220,MER001,36.03,2023-08-04
T01523,M0106,MER019,7.49,2023-07-07
T01524,M0375,MER006,13.52,2023-02-26
T01525,M0070,MER018,29.71,2023-02-16
T01526,M0195,MER010,10.47,2023-06-08
T01527,M0186,MER011,15.64,2023-06-23
T01528,M0099,MER001,38.22,2023-08-30
T01529,M0082,MER001,89.37,2023-10-09
T01530,M0075,MER013,25.69,2023-08-29
T01531,M0374,MER005,63.11,2023-01-05
T01532,M0340,MER020,104.65,2023-03-25
T01533,M0192,MER001,12.19,2023-11-04
T01534,M0325,MER020,82.3,2023-12-27
T01535,M0467,MER003,70.82,2023-09-05
T01536,M0214,MER018,22.08,2023-02-23
T01537,M0315,MER009,227.91,2023-06-10
T01538,M0444,MER014,15.23,2023-08-14
T01539,M0467,MER017,14.71,2023-01-15
T01540,M0382,MER014,73.98,2023-08-12
T01541,M0367,MER004,28.52,2023-03-02
T01542,M0318,MER005,20.08,2023-05-02
T01543,M0144,MER017,9.84,2023-10-04
T01544,M0384,MER002,72.48,2023-02-15
T01545,M0216,MER005,77.16,2023-10-21
T01546,M0361,MER004,41.8,2023-03-03
T01547,M0324,MER004,157.69,2023-03-27
T01548,M0015,MER006,19.15,2023-07-29
T01549,M0217,MER020,12.4,2023-03-19
T01550,M0492,MER013,56.58,2023-07-21
T01551,M0439,MER005,71.03,2023-10-29
T01552,M0035,MER007,12.74,2023-08-11
T01553,M0183,MER020,3.99,2023-08-10
T01554,M0270,MER001,83.17,2023-01-03
T01555,M0433,MER014,187.54,2023-01-06
T01556,M0467,MER004,51.74,2023-04-03
T01557,M0358,MER017,16.28,2023-01-08
T01558,M0100,MER014,285.28,2023-08-23
T01559,M0007,MER016,111.87,2023-04-18
T01560,M0030,MER014,36.01,2023-06-10
T01561,M0467,MER016,87.24,2023-07-28
T01562,M0305,MER020,84.59,2023-08-28
T01563,M0473,MER008,136.51,2023-11-27
T01564,M0144,MER003,91.92,2023-11-29
T01565,M0111,MER019,51.6,2023-02-19
T01566,M0232,MER001,46.99,2023-01-11
T01567,M0179,MER002,31.5,2023-12-17
T01568,M0072,MER015,49.24,2023-06-05
T01569,M0210,MER010,79.29,2023-03-11
T01570,M0220,MER018,173.75,2023-06-18
T01571,M0080,MER014,31.49,2023-09-29
T01572,M0500,MER017,42.63,2023-03-09
T01573,M0083,MER013,29.42,2023-12-21
T01574,M0042,MER001,55.2,2023-09-09
T01575,M0273,MER005,49.7,2023-02-17
T01576,M0191,MER013,0.9,2023-07-03
T01577,M0173,MER014,38.95,2023-11-16
T01578,M0461,MER003,4.63,2023-07-06
T01579,M0007,MER015,1.34,2023-03-31
T01580,M0155,MER019,78.32,2023-11-28
T01581,M0010,MER017,14.96,2023-05-19
T01582,M0034,MER003,20.83,2023-12-23
T01583,M0036,MER016,3.31,2023-03-30
T01584,M0409,MER014,9.89,2023-10-01
T01585,M0006,MER012,72.54,2023-01-19
T01586,M0408,MER012,34.01,2023-11-07
T01587,M0402,MER011,106.29,2023-12-24
T01588,M0215,MER017,25.31,2023-06-03
T01589,M0134,MER008,15.65,2023-09-17
T01590,M0285,MER017,21.35,2023-04-18
T01591,M0126,MER020,62.37,2023-10-12
T01592,M0409,MER011,40.48,2023-02-28
T01593,M0439,MER002,117.27,2023-05-05
T01594,M0337,MER010,46.09,2023-12-20
T01595,M0174,MER010,33.96,2023-09-30
T01596,M0152,MER011,77.03,2023-04-17
T01597,M0331,MER006,147.38,2023-10-26
T01598,M0026,MER004,21.99,2023-09-02
T01599,M0383,MER012,14.38,2023-12-02
T01600,M0115,MER011,47.88,2023-09-04
T01601,M0382,MER013,34.54,2023-01-08
T01602,M0482,MER005,226.34,2023-05-21
T01603,M0284,MER006,31.03,2023-12-28
T01604,M0387,MER001,3.86,2023-01-08
T01605,M0075,MER006,189.42,2023-12-18
T01606,M0166,MER018,92.76,2023-04-04
T01607,M0189,MER009,9.82,2023-11-17
T01608,M0078,MER015,117.49,2023-02-08
T01609,M0435,MER008,20.83,2023-03-22
T01610,M0090,MER019,23.67,2023-07-06
T01611,M0176,MER016,118.43,2023-03-25
T01612,M0021,MER006,37.76,2023-03-29
T01613,M0054,MER006,7.41,2023-08-30
T01614,M0184,MER003,23.03,2023-12-08
T01615,M0359,MER010,64.02,2023-04-03
T01616,M0222,MER001,9.57,2023-03-27
T01617,M0315,MER014,44.61,2023-02-13
T01618,M0328,MER004,59.42,2023-05-17
T01619,M0179,MER012,21.07,2023-03-15
T01620,M0276,MER006,59.19,2023-02-05
T01621,M0112,MER011,107.8,2023-04-11
T01622,M0224,MER012,31.94,2023-06-05
T01623,M0214,MER010,24.14,2023-09-12
T01624,M0059,MER018,14.46,2023-06-20
T01625,M0327,MER007,46.34,2023-08-04
T01626,M0393,MER007,105.95,2023-06-19
T01627,M0109,MER011,19.63,2023-09-09
T01628,M0385,MER004,25.23,2023-12-26
T01629,M0157,MER020,26.1,2023-11-18
T01630,M0191,MER001,41.14,2023-02-24
T01631,M0200,MER013,12.97,2023-04-01
T01632,M0312,MER018,86.36,2023-10-05
T01633,M0196,MER009,17.52,2023-04-11
T01634,M0035,MER009,61.1,2023-06-04
T01635,M0379,MER009,36.0,2023-12-15
T01636,M0387,MER010,44.08,2023-12-30
T01637,M0246,MER002,9.9,2023-05-21
T01638,M0237,MER006,66.41,2023-06-22
T01639,M0104,MER015,10.45,2023-01-10
T01640,M0007,MER003,6.02,2023-08-16
T01641,M0283,MER011,39.56,2023-09-22
T01642,M0001,MER006,61.77,2023-09-05
T01643,M0219,MER003,2.57,2023-09-04
T01644,M0464,MER011,3.6,2023-06-04
T01645,M0230,MER015,81.15,2023-02-03
T01646,M0455,MER013,82.78,2023-05-09
T01647,M0172,MER020,14.07,2023-06-09
T01648,M0087,MER010,47.76,2023-03-30
T01649,M0041,MER006,29.28,2023-04-03
T01650,M0123,MER015,50.08,2023-11-23
T01651,M0331,MER018,99.34,2023-08-29
T01652,M0298,MER018,4.16,2023-11-19
T01653,M0373,MER007,75.25,2023-04-27
T01654,M0417,MER015,33.97,2023-04-04
T01655,M0178,MER018,41.52,2023-06-12
T01656,M0063,MER018,53.06,2023-04-09
T01657,M0484,MER020,127.95,2023-04-23
T01658,M0165,MER009,2.92,2023-12-25
T01659,M0489,MER002,1.5,2023-04-01
T01660,M0187,MER008,9.82,2023-12-12
T01661,M0383,MER020,215.06,2023-07-25
T01662,M0209,MER002,62.78,2023-01-17
T01663,M0227,MER011,47.68,2023-10-01
T01664,M0432,MER007,2.41,2023-06-22
T01665,M0389,MER006,105.64,2023-04-26
T01666,M0048,MER010,83.77,2023-12-15
T01667,M0224,MER005,54.65,2023-06-30
T01668,M0003,MER011,20.71,2023-04-01
T01669,M0372,MER001,3.66,2023-03-23
T01670,M0175,MER002,43.38,2023-11-20
T01671,M0446,MER001,63.59,2023-04-24
T01672,M0099,MER019,4.95,2023-09-14
T01673,M0116,MER002,50.22,2023-02-27
T01674,M0270,MER020,16.87,2023-06-03
T01675,M0447,MER004,72.25,2023-12-31
T01676,M0368,MER012,38.78,2023-04-26
T01677,M0253,MER020,6.91,2023-12-09
T01678,M0317,MER018,37.38,2023-09-23
T01679,M0415,MER001,25.19,2023-11-11
T01680,M0095,MER001,9.94,2023-07-22
T01681,M0273,MER014,92.1,2023-02-10
T01682,M0380,MER004,0.55,2023-04-15
T01683,M0024,MER005,18.71,2023-07-12
T01684,M0116,MER011,0.63,2023-10-05
T01685,M0151,MER013,5.05,2023-12-20
T01686,M0338,MER016,17.63,2023-08-25
T01687,M0050,MER013,2.79,2023-08-09
T01688,M0206,MER002,45.4,2023-03-09
T01689,M0498,MER016,4.54,2023-07-16
T01690,M0335,MER006,60.49,2023-09-13
T01691,M0079,MER014,2.7,2023-05-19
T01692,M0070,MER001,3.06,2023-11-08
T01693,M0027,MER017,18.22,2023-05-29
T01694,M0271,MER011,113.44,2023-04-09
T01695,M0050,MER019,51.28,2023-03-17
T01696,M0292,MER003,73.51,2023-10-09
T01697,M0247,MER011,7.63,2023-04-19
T01698,M0264,MER005,89.83,2023-07-07
T01699,M0079,MER017,0.41,2023-07-18
T01700,M0387,MER007,11.98,2023-10-30
T01701,M0190,MER010,47.87,2023-11-23
T01702,M0047,MER011,23.52,2023-06-03
T01703,M0461,MER003,207.37,2023-02-09
T01704,M0361,MER020,1.54,2023-05-13
T01705,M0354,MER010,328.5,2023-05-12
T01706,M0472,MER010,48.86,2023-10-06
T01707,M0488,MER014,40.9,2023-12-28
T01708,M0352,MER012,3.07,2023-03-25
T01709,M0189,MER015,15.96,2023-08-30
T01710,M0416,MER010,129.29,2023-04-26
T01711,M0256,MER010,21.87,2023-04-19
T01712,M0222,MER019,54.18,2023-08-09
T01713,M0372,MER001,379.68,2023-02-10
T01714,M0241,MER010,15.26,2023-05-27
T01715,M0269,MER002,42.91,2023-04-22
T01716,M0001,MER017,59.61,2023-04-13
T01717,M0034,MER007,8.99,2023-02-15
T01718,M0446,MER007,8.05,2023-11-20
T01719,M0079,MER020,30.47,2023-09-28
T01720,M0236,MER009,24.37,2023-07-14
T01721,M0334,MER002,62.63,2023-10-07
T01722,M0377,MER014,3.6,2023-10-10
T01723,M0349,MER017,179.08,2023-02-09
T01724,M0098,MER001,0.72,2023-07-08
T01725,M0082,MER009,45.98,2023-06-13
T01726,M0455,MER020,41.35,2023-01-24
T01727,M0477,MER019,7.23,2023-01-24
T01728,M0415,MER004,8.18,2023-01-04
T01729,M0192,MER008,78.67,2023-11-19
T01730,M0253,MER013,109.27,2023-10-17
T01731,M0409,MER004,16.64,2023-06-30
T01732,M0038,MER009,28.81,2023-09-05
T01733,M0014,MER009,21.92,2023-04-26
T01734,M0392,MER018,3.77,2023-10-06
T01735,M0347,MER012,55.92,2023-12-31
T01736,M0310,MER010,87.2,2023-03-10
T01737,M0386,MER011,18.18,2023-12-17
T01738,M0209,MER007,231.15,2023-09-11
T01739,M0357,MER009,3.94,2023-06-30
T01740,M0462,MER006,54.2,2023-11-14
T01741,M0089,MER019,29.73,2023-06-18
T01742,M0056,MER016,29.58,2023-11-09
T01743,M0094,MER015,30.59,2023-09-06
T01744,M0093,MER007,14.97,2023-07-07
T01745,M0340,MER016,62.86,2023-02-23
T01746,M0085,MER005,63.93,2023-11-22
T01747,M0445,MER016,16.59,2023-12-23
T01748,M0245,MER001,90.18,2023-11-09
T01749,M0022,MER019,19.05,2023-05-18
T01750,M0291,MER005,64.57,2023-06-17
T01751,M0485,MER007,6.45,2023-04-13
T01752,M0272,MER019,9.24,2023-03-26
T01753,M0306,MER005,18.97,2023-11-13
T01754,M0122,MER017,45.05,2023-07-31
T01755,M0128,MER008,51.85,2023-01-03
T01756,M0113,MER001,25.24,2023-06-28
T01757,M0427,MER002,4.05,2023-12-08
T01758,M0273,MER015,23.39,2023-10-30
T01759,M0336,MER020,58.36,2023-11-28
T01760,M0442,MER018,55.58,2023-02-07
T01761,M0130,MER011,8.73,2023-08-27
T01762,M0132,MER010,0.39,2023-06-18
T01763,M0085,MER004,69.91,2023-12-09
T01764,M0423,MER005,5.62,2023-11-10
T01765,M0482,MER004,4.3,2023-11-02
T01766,M0350,MER013,0.14,2023-01-30
T01767,M0390,MER013,28.33,2023-07-09
T01768,M0081,MER018,34.98,2023-12-23
T01769,M0487,MER002,50.76,2023-01-25
T01770,M0473,MER016,17.55,2023-04-22
T01771,M0325,MER001,61.97,2023-07-25
T01772,M0069,MER019,9.28,2023-07-04
T01773,M0148,MER009,89.19,2023-02-16
T01774,M0448,MER003,42.41,2023-08-16
T01775,M0016,MER007,43.84,2023-02-08
T01776,M0307,MER010,11.77,2023-01-16
T01777,M0105,MER001,3.85,2023-01-22
T01778,M0165,MER010,31.25,2023-08-01
T01779,M0488,MER009,47.81,2023-11-06
T01780,M0201,MER015,4.99,2023-05-29
T01781,M0197,MER015,150.32,2023-08-29
T01782,M0426,MER003,196.65,2023-09-29
T01783,M0185,MER005,39.42,2023-02-28
T01784,M0322,MER009,149.86,2023-10-14
T01785,M0265,MER009,9.89,2023-07-21
T01786,M0363,MER007,1.29,2023-02-01
T01787,M0100,MER012,2.01,2023-06-11
T01788,M0342,MER009,44.28,2023-09-12
T01789,M0320,MER006,3.18,2023-09-11
T01790,M0214,MER002,159.16,2023-01-09
T01791,M0278,MER009,7.65,2023-05-19
T01792,M0162,MER017,18.17,2023-01-10
T01793,M0439,MER001,86.44,2023-08-02
T01794,M0157,MER019,12.34,2023-09-30
T01795,M0422,MER006,13.92,2023-11-20
T01796,M0251,MER005,51.4,2023-02-17
T01797,M0366,MER002,16.15,2023-04-21
T01798,M0097,MER009,12.26,2023-06-02
T01799,M0018,MER014,14.66,2023-05-03
T01800,M0327,MER004,33.73,2023-12-23
T01801,M0449,MER004,169.22,2023-04-12
T01802,M0383,MER015,89.26,2023-08-29
T01803,M0097,MER008,16.75,2023-11-17
T01804,M0001,MER004,22.58,2023-07-10
T01805,M0216,MER016,31.23,2023-08-05
T01806,M0132,MER004,192.99,2023-02-20
T01807,M0260,MER016,9.46,2023-10-19
T01808,M0125,MER012,22.12,2023-03-22
T01809,M0082,MER016,65.36,2023-03-29
T01810,M0283,MER019,166.13,2023-07-13
T01811,M0171,MER008,8.46,2023-04-14
T01812,M0059,MER006,12.9,2023-09-28
T01813,M0032,MER010,12.79,2023-04-06
T01814,M0161,MER005,1.06,2023-07-17
T01815,M0284,MER018,46.33,2023-01-01
T01816,M0106,MER010,55.54,2023-06-16
T01817,M0105,MER010,46.13,2023-05-06
T01818,M0439,MER007,3.7,2023-11-09
T01819,M0228,MER018,3.59,2023-03-22
T01820,M0188,MER001,11.81,2023-09-08
